s1_id,target_id,match_type,s1_raw_name,target_raw_name,s1_norm_name,target_norm_name,s1_raw_addr,target_raw_addr,s1_country,target_country,country_match,failure_pattern
S1-751071656,S3-835112024,multi_match,Dynamic Engineering Private Limited,डायनामिक इंजीनियरिंग प्राइवेट लिमिटेड,dynamic engineering pvt ltd,,"Promoter, Aib/72-C Lig Flats, Paschim Vihar, New Delhi, Haryana","Promoter, Mundka, HR",india,india,True,transliteration_devanagari_erasure
S1-387200680,S3-136639365,multi_match,Guru Consulting Private Limited,గురు కన్సల్టింగ్ ప్రైవేట్ లిమిటెడ్,guru consulting pvt ltd,,"Flat No.303, Infinite Heights, Beta Block, Prashanthi Hills, Nizampet, Hyderabad, Telangana","#3-03, Hyderabad, TG",india,india,True,transliteration_devanagari_erasure
S1-887486287,S3-134900802,multi_match,City Om Solutions Private Limited,सिटी ॐ सॉल्यूशंस प्राइवेट लिमिटेड,city om sol pvt ltd,,"A/5, Lohiya Colony Vaishali Nagar, Jaipur, Rajasthan","A/5, Jaipur, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-574308843,S3-892095791,multi_match,Good Bharat Projects Private Limited,गुड भारत प्रोजेक्ट्स प्राइवेट लिमिटेड,good bharat projects pvt ltd,,"Flat No.- B-6, 2D Central Green Avenue N.I.T. 5, Faridabad, Haryana","Flat No.- B-##6, Faridabad, HR",india,india,True,transliteration_devanagari_erasure
S1-851979386,S3-954282106,multi_match,Alpha Investment,अल्फा इन्वेस्टमेंट,alpha investment,,"Gurgaon, Haryana, Ground Floor, E 2079, Block E Ansal Esencia, Sector 67, Gurgaon","Ground Floor, Gurugram, हरियाणा",india,india,True,transliteration_devanagari_erasure
S1-851979386,S3-915607222,multi_match,Alpha Investment,अल्फा इन्वेस्टमेंट,alpha investment,,"Gurgaon, Haryana, Ground Floor, E 2079, Block E Ansal Esencia, Sector 67, Gurgaon","Gurugram, Ground Floor, HR",india,india,True,transliteration_devanagari_erasure
S1-524618771,S3-387324287,multi_match,Secure Space,Syndova,secure space,syndova,"2610 N Street, Unit APT 6, Sacramento, CA","Sacramento, # APT 6, 610 N Street, California",us,us,True,address_numeric_match
S1-652943434,S3-812276140,multi_match,Jay Consultancy Private Limited,ஜெய் கன்சல்டன்சி பிரைவேட் லிமிடெட்,jay consultancy pvt ltd,,"New No. 9, Old No 10, Sathyavani Muthu Nagar, 5Th Street, Ennore, Chennai, Tamil Nadu","Thiruvallur, Chennai, TN, 9",india,india,True,transliteration_devanagari_erasure
S1-597639167,S2-214314872,multi_match,Golden Infotech,गोल्डन इंफोटेक,golden infotech,,"1St Floor, Attar Rice Mill Building Babarpur, G.T. Road, Panipat, Haryana","SALWAN, FLOOR, हरियाणा",india,india,True,transliteration_devanagari_erasure
S1-803458754,S3-216040316,multi_match,Bright Projects Pvt Ltd,ব্রাইট প্রজেক্টস প্রাইভেট লিমিটেড,bright projects pvt ltd,,"D-5C/O, Tilak Bose Bazar Para, Uluberia - Ii, Howrah, West Bengal","D-05c/o, Raigad, WB",india,india,True,transliteration_devanagari_erasure
S1-711187093,S3-25766945,multi_match,Best Marketing Private Limited,बेस्ट मार्केटिंग प्राइवेट लिमिटेड,best marketing pvt ltd,,"F. No. 2, Maharashtra, S. No. 126/127, Bhavani Peth, Satara, Satara","Satara, F. No. 3-2, MH, Satara",india,india,True,transliteration_devanagari_erasure
S1-824014873,S2-967026044,multi_match,PQE Industrial Private Limited,Yumabrix,pqe industrial pvt ltd,yumabrix,"11, Ist Main, G.K.W.Layout Vijayanagar, Bangalore, Karnataka","11, MUMBAI, ಕರ್ನಾಟಕ",india,india,True,address_numeric_match
S1-850161960,S2-954275339,multi_match,Al Marketing Pvt Ltd,અલ માર્કેટિંગ પ્રા. લિ.,al marketing pvt ltd,,"Plot No. I, Gujarat, Sub Plot No.-2, R. S. No. 140, 143, 145, Block No. 149, Pipodara, Taluka Mangrol, Surat","PLOT NO. I, SURAT, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-29499545,S3-249399156,multi_match,Jay Finance Private Limited,ಜೇ ಫೈನಾನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,jay finance pvt ltd,,"# 133, 11Th Cross, 16Th Main, Btm Layout, 1St Stage, Thavarekere, Bangalore, Karnataka","Bangalore, # 633, KA",india,india,True,transliteration_devanagari_erasure
S1-592986256,S3-501842938,multi_match,Shyam Marketing LLP,श्याम मार्केटिंग एलएलपी,shyam marketing llp,,"3Rd Floor, Nirlon House, Dr. Annie Besant Road, Worli, Mumbai, Maharashtra","महाराष्ट्र, Mumbai, No 1 Floor",india,india,True,transliteration_devanagari_erasure
S1-979306108,S2-712826963,multi_match,All Energy Private Limited,ऑल एनर्जी प्राइवेट लिमिटेड,all energy pvt ltd,,"19/1, Y.N.Road, Silverstate, Indore, Madhya Pradesh","019/1, INDORE, मध्य प्रदेश",india,india,True,transliteration_devanagari_erasure
S1-688526390,S3-718487276,multi_match,Good Media Limited,गुड मीडिया लिमिटेड,good media ltd,,"Maharashtra, Pune, Bhosari, Plot No.264 Pcntda, Sector No.7","Secor No.7, Bhosari, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-204167162,S3-579480326,multi_match,Tirupati Solutions,तिरुपति सॉल्यूशंस,tirupati sol,,"S-106, V-Jai Residency, Plot No. A2/354, Sector-2, Chitrakoot, Jaipur, Rajasthan","S-106, Divreportingcircle, RJ",india,india,True,transliteration_devanagari_erasure
S1-763254920,S3-621142753,multi_match,Vision Vision Media Private Limited,વિઝન વિઝન મીડિયા પ્રાઇવેટ લિમિટેડ,vision vision media pvt ltd,,"Plot No. 9, Shapar Revenue Survey No. 234/1 Sitala Mandir Road, Shapar, Taluka - Kota, Da Sangani, Rajkot, Gujarat","Plot No. 9, Rajkot, GJ",india,india,True,transliteration_devanagari_erasure
S1-753950871,S3-307471116,multi_match,Zest Pharma,... Orbi1yra,zest pharma,orbi1yra,"9Th Floor, Spaze I-Tech Park A-1 Tower, Sector49, Sohna Road, Gurgaon, Haryana","#009Th Floor, Gurgaon, Gurugram, HR",india,india,True,dba_trade_name_or_different
S1-634432849,S3-255016721,multi_match,Krishna Consulting Limited,ક્રિષ્ના કન્સલ્ટિંગ લિમિટેડ,krishna consulting ltd,,"202, Manor Heights, Lotus Hospital, Valsad, Gujarat","02, Valsad, GJ",india,india,True,transliteration_devanagari_erasure
S1-436849943,S3-696430783,multi_match,Tech Swastik Impex Limited,ಟೆಕ್ ಸ್ವಸ್ತಿಕ್ ಇಂಪೆಕ್ಸ್ ಲಿಮಿಟೆಡ್,tech swastik impex ltd,,"Building No.1, #13/H, Kiadb Industrial Area, Doddaballapur, Bengaluru, Bangalore Rural, Karnataka","Building No.1, Bangalore Urban, KA",india,india,True,transliteration_devanagari_erasure
S1-436849943,S3-169550697,multi_match,Tech Swastik Impex Limited,ಟೆಕ್ ಸ್ವಸ್ತಿಕ್ ಇಂಪೆಕ್ಸ್ ಲಿಮಿಟೆಡ್,tech swastik impex ltd,,"Building No.1, #13/H, Kiadb Industrial Area, Doddaballapur, Bengaluru, Bangalore Rural, Karnataka","Building No.1, KA, Bangalore Urban",india,india,True,transliteration_devanagari_erasure
S1-116629926,S2-376976726,multi_match,Innovative Tech Private Limited,ఇన్నోవేటివ్ టెక్ ప్రైవేట్ లిమిటెడ్,innovative tech pvt ltd,,"Hyderabad, Sai Ashirwad Apartment Camelot Layout, Kondapur, Serilingampall, Y Mandal, Hyderabad, Flat No 404/B, Telangana","#4-04/B, HYDERABAD, తెలంగాణ",india,india,True,transliteration_devanagari_erasure
S1-717066370,S3-943803151,multi_match,Ss Gold Producer Pvt Ltd,एसएस गोल्ड प्रोड्यूसर प्रा. लि.,ss gold producer pvt ltd,,"C-1, Panch Sheel Colony Amer Road, Jaipur, Rajasthan","C-1, Jaipur, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-717066370,S3-380410229,multi_match,Ss Gold Producer Pvt Ltd,एसएस गोल्ड प्रोड्यूसर प्रा. लि.,ss gold producer pvt ltd,,"C-1, Panch Sheel Colony Amer Road, Jaipur, Rajasthan","C-1, Jaipur, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-717066370,S3-358632444,multi_match,Ss Gold Producer Pvt Ltd,एसएस गोल्ड प्रोड्यूसर प्रा. लि.,ss gold producer pvt ltd,,"C-1, Panch Sheel Colony Amer Road, Jaipur, Rajasthan","C-1, Jaipur, RJ",india,india,True,transliteration_devanagari_erasure
S1-338151729,S3-660856985,multi_match,"Tarbell, Vale, D.D.S.",Kel0ariaveo,tarbell vale d d s,kel0ariaveo,"2 Cheriton Road, Boston, MA","2 Cheriton Rd, West Roxbury, Massachusetts",us,us,True,address_numeric_match
S1-924612832,S3-844956738,multi_match,T+ Construction Group,T+ Group Center,t construction group,t group center,"110 Canterbury Lane, Montgomery Township, PA",,us,us,True,missing_address
S1-425551787,S2-944148547,multi_match,New United Energy Private Limited,న్యూ యునైటెడ్ ఎనర్జీ ప్రైవేట్ లిమిటెడ్,new united energy pvt ltd,,"Plot.No23, Sy.No.103, Tulasi Nagar Jahangeerabad, Hyderabad, Telangana","NO 23., HYDERABAD, తెలంగాణ",india,india,True,transliteration_devanagari_erasure
S1-137162950,S3-308462684,multi_match,Seven Finance Private Limited,সেভেন ফাইন্যান্স প্রাইভেট লিমিটেড,seven finance pvt ltd,,"B/3, Rabindra Sarani 3Rd Lane P.O. Nimta, Kolkata, Kolkata, Howrah, West Bengal","B/3, Kolkata, WB",india,india,True,transliteration_devanagari_erasure
S1-920862756,S2-678490807,multi_match,Indo Services Private Limited,இண்டோ சர்வீசஸ் பிரைவேட் லிமிடெட்,indo svc pvt ltd,,"12 A, Vembakottai Road, Sattur, Virudhunagar, Tamil Nadu","4 A, SATTUR, தமிழ்நாடு",india,india,True,transliteration_devanagari_erasure
S1-459745712,S3-570121786,multi_match,One Products Private Limited,ಒನ್ ಪ್ರೊಡಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,one products pvt ltd,,"D. No. 3 78, Sujatha Nivasa, Bangle House Arkula Village, Mangalore, Dakshina Kannada, Karnataka","Door No 3 78, Manglore, N/A, KA",india,india,True,transliteration_devanagari_erasure
S1-505471897,S3-575832008,multi_match,Blue Technologies Pvt Ltd,ब्लू टेक्नोलॉजीज प्रा. लि.,blue technologies pvt ltd,,"145, Kika Street, Gulalwadi, Mumbai, Maharashtra","144, Mumbai, MH",india,india,True,transliteration_devanagari_erasure
S1-325387243,S3-534432137,multi_match,Stag LLC,LLC Stlg,stag llc,llc stlg,"607 M Avenue, OR, La Grande","#607 M Ave, LAG Rande Township, Oregon",us,us,True,address_numeric_match
S1-641031173,S2-701632456,multi_match,Classic Global Private Limited,ಕ್ಲಾಸಿಕ್ ಗ್ಲೋಬಲ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,classic global pvt ltd,,"Karnataka, Bangalore, No 1/2 'Vaarija', 2Nd Floor, Netaji Road, 3Rd Block, T R Nagar","NO 001/2 'VAARJIA', BENGALURU, BANASHANKARI II STAGE, Karnataka",india,india,True,transliteration_devanagari_erasure
S1-713213352,S2-774563888,multi_match,United Technology Private Limited,यूनाइटेड टेक्नोलॉजी प्राइवेट लिमिटेड,united technology pvt ltd,,"5, Floor-2Nd, Plot- 20, Keshav Niwas, Laxmibai, Jagmohandas Marg, Nepean Sea Road, August Kranti Marg, Mumbai, Maharashtra","G-763 5, BOMBAY, Maharashtra",india,india,True,transliteration_devanagari_erasure
S1-738674774,S3-948780134,multi_match,Oncology Associates LLC,Vantagesyndrex,oncology associates llc,vantagesyndrex,"N6062 Blackhawk Road, Town Of Caledonia, WI","5783 Blackhawk Rd, Portage, Wisconsin",us,us,True,dba_trade_name_or_different
S1-259380729,S3-759077854,multi_match,Royal Software LLP,रॉयल सॉफ्टवेयर एलएलपी,royal software llp,,"2, Floor-1, 42, Purab Apt, Teen Baati, Walkeshwar, Mumbai, Maharashtra","Mumbai, 2, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-857463152,S3-64468954,multi_match,International Finance Private Limited,इंटरनेशनल फाइनेंस प्राइवेट लिमिटेड,intl finance pvt ltd,,"41/2, Emilia - 4, Vatika City, Sohna Road, Near Badshapur Village, Sector - 49, Gurgaon, Haryana","1/2, HR, Gurgaon",india,india,True,transliteration_devanagari_erasure
S1-228574779,S3-678448934,multi_match,Sunrise Shree Ventures Private Limited,सनराइज श्री वेंचर्स प्राइवेट लिमिटेड,sunrise shree vent pvt ltd,,"P No. 46, Block-A, Tagore Circle, Jaipur, Rajasthan","P No. 046, Jaipur, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-714592951,S3-193530489,multi_match,Blue South Impex Private Limited,ब्लू साउथ इम्पेक्स प्राइवेट लिमिटेड,blue south impex pvt ltd,,"Shop No 47, 1St Floor, Citi Mall, Ward No :K/West, New Link Road, Near Infiniti Mall, Andhe, Ri West, Mumbai, Mumbai City, Maharashtra","Shop No 48, Mumbai, MH",india,india,True,transliteration_devanagari_erasure
S1-18482947,S2-596574097,multi_match,True Solution Private Limited,Arialumvera,true solution pvt ltd,arialumvera,"A-9, Sidco Pharmaceuticalindustrial Estate Alathur Kanchipuram Dt - 603 110, Kanchipuram, Tamil Nadu","A-9, KANCHIPURAM, CHENNAI, தமிழ்நாடு",india,india,True,address_numeric_match
S1-363430822,S3-66587621,multi_match,Big Foundation Private Limited,बिग फाउंडेशन प्राइवेट लिमिटेड,big foundation pvt ltd,,"Mumbai, Altimus, Pandurang Budhkar Road, Maharashtra, Mumbai, 17Th Floor","Floor, Mumbai, MH",india,india,True,transliteration_devanagari_erasure
S1-417275957,S2-48023306,multi_match,A Heritage Fortis Inc,Viosyn,a heritage fortis inc,viosyn,"1917 58th Street, Indianapolis, IN","2137. 58RD STREET, INDIANAPOLIS, IN",us,us,True,address_numeric_match
S1-46830916,S2-650094092,multi_match,Supreme Producer LLP,सुप्रीम प्रोड्यूसर एलएलपी,supreme producer llp,,"No 235, 3Rd Floor, Rg Trade Tower, Pitam Pura, Delhi, North West Delhi, Delhi","2-35, CENTRAL DELHI, दिल्ली",india,india,True,transliteration_devanagari_erasure
S1-937354382,S3-954643560,multi_match,Urban Care LLP,அர்பன் கேர் எல்எல்பி,urban care llp,,"No.2, Sathiyamoorthy Street New Perungalathur, Chennai, Tamil Nadu","Chennai, TN, Door No 2",india,india,True,transliteration_devanagari_erasure
S1-489380062,S2-836367153,multi_match,Perfect Food Private Limited,परफेक्ट फूड प्राइवेट लिमिटेड,perfect food pvt ltd,,"A-6, Neelkant, Bhatwadi, 415 Barve Ngr, Mumbai, Maharashtra","NO. 382 A-6, MUMBAI, महाराष्ट्र, MUMBAI",india,india,True,transliteration_devanagari_erasure
S1-283072185,S3-969826269,multi_match,Literacy Guild,Gildsyn,literacy guild,gildsyn,"827 4th Street, Sidney, MT","0827 4st St, Sidney, Montana",us,us,True,address_numeric_match
S1-427194331,S2-58284928,multi_match,Sun Finance Private Limited,સન ફાઇનાન્સ પ્રાઇવેટ લિમિટેડ,sun finance pvt ltd,,"Survey No. 908P, Plot No. 51P, Bypass Park, Near Tulsi Park, Morbi, Rajkot, Gujarat","H.NO 908P, AHMADABAD, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-427194331,S2-219625054,multi_match,Sun Finance Private Limited,સન ફાઇનાન્સ પ્રાઇવેટ લિમિટેડ,sun finance pvt ltd,,"Survey No. 908P, Plot No. 51P, Bypass Park, Near Tulsi Park, Morbi, Rajkot, Gujarat","NO 908P, AHMADABAD, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-951153961,S2-482655599,multi_match,Apex Marketing,એપેક્સ માર્કેટિંગ,apex marketing,,"Plot No., 14, Hirabhai Market, Kankaria Road, Ahmedabad, Gujarat","H.NO 688 PLOT NO., AHMEDABAD, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-356038913,S3-678311361,multi_match,Solutions Happy Feeds Partners,shfeeds.com,sol happy feeds partners,shfeeds com,"#3, Bangalore, Sector 4, Hsr Layout, Bangalore, Karnataka","#3, Bangalore, KA",india,india,True,address_numeric_match
S1-716997274,S3-500668920,multi_match,Ansha & Sons Limited,Haloorbi,ansha and sons ltd,haloorbi,"6610, Abdulwahed Shah Roza Opp. Mirzapur Court, Mirzapur, Ahmedabad, Gujarat","661, Ahemedabad, GJ",india,india,True,dba_trade_name_or_different
S1-584137914,S2-19896056,multi_match,Gujarat Creative Systems Private Limited,గుజరాత్ క్రియేటివ్ సిస్టమ్స్ ప్రైవేట్ లిమిటెడ్,gujarat creative systems pvt ltd,,"Hyderabad, Plot No.416, Road No.78 Jubilee Hills, Phase Iii, Telangana, Hyderabad","51, HYDERABAD, Andhra Pradesh",india,india,True,transliteration_devanagari_erasure
S1-896455323,S3-976686047,multi_match,Jessika Anderson Grid Partners,Kordovake1o,jessika anderson grid partners,kordovake1o,"NC, Charlotte, 1432 Quail Street","PO Box 3108, 432 Quail Street, Charoltte, North Carolina",us,us,True,dba_trade_name_or_different
S1-214930249,S3-298069659,multi_match,Citrus Software Public Limited,Dr Drexvio,citrus software public ltd,dr drexvio,"Krishna, Isaka Vaagu, Revenue Ward No.08, Andhra Pradesh, D.No 8-1/3","D.no 8-1/3, Krishna, ఆంధ్రప్రదేశ్",india,india,True,address_numeric_match
S1-935028241,S3-662254859,multi_match,Pioneer Engineering Private Limited,Lumnyla,pioneer engineering pvt ltd,lumnyla,"Hyderabad, Telangana, A 7, Ameerpet, Industrial Estate, Sanath Nagar","A 1-7, Hyderabad City Region, Hyderabad, TG",india,india,True,address_numeric_match
S1-323369636,S2-748710095,multi_match,Infrastructure Rajam Events Private Limited,Ariayumalum,infrastructure rajam events pvt ltd,ariayumalum,"Maharashtra, Pune, Flat No. B 2 / 2, Pune, Ganga Residency Behind Mantri Market, Hadapsar","FLAT NO. B 2 / 2, PUNE, महाराष्ट्र",india,india,True,address_numeric_match
S1-518739772,S3-419269353,multi_match,Krishna Technologies LLP,কৃষ্ণ টেকনোলজিস এলএলপি,krishna technologies llp,,"23A, Netaji Subhas Road, 6Thflooroom No, 19, Kolkata, Howrah, West Bengal","3A, Kolkata, WB",india,india,True,transliteration_devanagari_erasure
S1-635537584,S3-40759113,multi_match,Osb Services (India) Pvt. Ltd.,@Osbservices,osb svc india pvt ltd,osbservices,"Plot No, 140 3Rd Floor, Ae Ext Iii, Faridabad, Haryana","हरियाणा, Plot No, Faridabad",india,india,True,dba_trade_name_or_different
S1-88383643,S3-716597541,multi_match,Ajit Traders Private Limited,Halojax,ajit traders pvt ltd,halojax,"A-202, Platinum Oak, Lok Prabhat Complex, Vasai, Vasai, Thane, Maharashtra","MH, A-202, Greater Bombay",india,india,True,address_numeric_match
S1-314500720,S2-273404614,multi_match,North Power Private Limited,ನಾರ್ತ್ ಪವರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,north power pvt ltd,,"#1, 7Th Main, 4Th Cross Hongasandra, Begur Main Road, Bangalore, Karnataka","NO 1, BANGALORE, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-304881286,S3-124102221,multi_match,HZJ International Pvt Ltd,hzjinternational.com,hzj intl pvt ltd,hzjinternational com,"Floor - Grd, B, Manohar Building, K W Chitale Path, Dadar (W), Maharashtra, Mumbai, Mumbai City, 2","2, Mumbai, MH",india,india,True,address_numeric_match
S1-428886002,S3-349804944,multi_match,Black It Private Limited,ब्लैक आईटी प्राइवेट लिमिटेड,black it pvt ltd,,"Pune, Trupti Apt., Maharashtra, Flat No 5, Bhandarkar Road","Trutpi Apt., Pune, MH",india,india,True,transliteration_devanagari_erasure
S1-511289999,S2-503201787,multi_match,O+ Republic Inc,O+ lnc (Partners),o republic inc,o lnc partners,"NC, Fayetteville, 7115 Tabor Church Road",,us,us,True,missing_address
S1-166787916,S3-92816890,multi_match,Sai India Private Limited,Evonyladrex,sai india pvt ltd,evonyladrex,"# 5-G, Green City Swiss City Mahal Sub Urban, Amritsar, Punjab","5-G, Amritsar, PB",india,india,True,address_numeric_match
S1-325978608,S3-421176792,multi_match,Swastik Constructions Private Limited,स्वस्तिक कंस्ट्रक्शंस प्राइवेट लिमिटेड,swastik constructions pvt ltd,,"Flat No 6, Sumitra Apts, Bharatkunj Socy, Off Mehendale Garage Rd, Nr New Karnataka Hi, Gh School, Pune, Maharashtra","Falt No 6, Pune, MH",india,india,True,transliteration_devanagari_erasure
S1-41624269,S2-907862696,multi_match,Vijay Investments Pvt Ltd,ವಿಜಯ್ ಇನ್ವೆಸ್ಟ್‌ಮೆಂಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,vijay investments pvt ltd,,"#5, B 2/1, 1St Floor, Bj Tower, Huskur Gate, Electronic City P.O Bangalore Bangalore, Ka, Electronic, Bangalore, Karnataka","H.NO ##5, ELECTRONIC, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-500401599,S3-462115845,multi_match,Urban Technology Pvt Ltd,ಅರ್ಬನ್ ಟೆಕ್ನಾಲಜಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,urban technology pvt ltd,,"#52, S.M. Layout, Near Manasa School, Choodasandra Circle, Huskur Post, Anekal Taluk, Bangalore, Karnataka","#0052, Bangalore-urban, Bangalore, KA",india,india,True,transliteration_devanagari_erasure
S1-55494266,S3-431866296,multi_match,Al Finance LLP,अल फाइनेंस एलएलपी,al finance llp,,"Flat No C-4/14, First Flr, Manek Nagar Chs Ltd, Borivali West, Mumbai, Maharashtra","Flat No C-4/14, MH, Treasury",india,india,True,transliteration_devanagari_erasure
S1-721570500,S3-660526070,multi_match,Jain Impex Pvt Ltd,जैन इम्पेक्स प्रा. लि.,jain impex pvt ltd,,"3/42, 4Th Floor, Tower 3, Palm Olympia, Gh2, Sec16C, Dadri, Gautam Buddha Nagar, Uttar Pradesh","3/42, Sitapur, उत्तर प्रदेश",india,india,True,transliteration_devanagari_erasure
S1-942995848,S2-472738776,multi_match,Great Global Limited,ग्रेट ग्लोबल लिमिटेड,great global ltd,,"Plot No 308, Epip Hsiidc Kundli, Sonipat, Haryana","PLOT NO 306, SONIPAT, हरियाणा",india,india,True,transliteration_devanagari_erasure
S1-110852113,S3-814820373,multi_match,Green Cargo Brands LLC,Ectolumnyla,green cargo brands llc,ectolumnyla,"611 4th Street, West Branch, IA","611 Fourth St, Springdale Township, Iowa",us,us,True,address_numeric_match
S1-615914534,S2-162999368,multi_match,Classic Finance Private Limited,ಕ್ಲಾಸಿಕ್ ಫೈನಾನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,classic finance pvt ltd,,"No.06, 2Nd Floor Jalaram Industrial Estate Arekere Gate, Opp.Agn Kalyana Mantapa, Bannergha, Tta Road, Bangalore, Karnataka","#006, BENGALURU, Karnataka",india,india,True,transliteration_devanagari_erasure
S1-869658100,S3-610588056,multi_match,Laxmi Investments Private Limited,लक्ष्मी इन्वेस्टमेंट्स प्राइवेट लिमिटेड,laxmi investments pvt ltd,,"Kalyan, Shankheshwar Presidency, Bldg No. 3, Tawari Pada, Near R.T.O., Kalyan - West, Thane, Maharashtra, 602/A","02/A, Thane, MH",india,india,True,transliteration_devanagari_erasure
S1-748407991,S3-166248290,multi_match,Gizela Kiefer Platinum Payments LLC,Kornyla | www.kornyla.com,gizela kiefer platinum payments llc,kornyla www kornyla com,"375 Woodwedge Circle, Salisbury, NC","Woodwedge Cir, Salisury, North Carolina",us,us,True,dba_trade_name_or_different
S1-738802579,S2-987220100,multi_match,Star Global,स्टार ग्लोबल,star global,,"B-9, 1320, Vishnu Nagar, J/W, Yamuna Nagar, Haryana, Yamuna Nagar, Haryana","B-B3/9, HARYANA",india,india,True,transliteration_devanagari_erasure
S1-820504613,S3-982864910,multi_match,Hotel Food Private Limited,होटल फूड प्राइवेट लिमिटेड,hotel food pvt ltd,,"1/A, Floor- 1St, Plot-59, National Insurance Building, Dr V B Gandhi Marg, Kala Ghoda, Fort, Mumbai, Mumbai City, Maharashtra","1-1/A, Bangalore Urban, Mumbai, MH",india,india,True,transliteration_devanagari_erasure
S1-86178415,S3-640828759,multi_match,Jay Energy Private Limited,जय एनर्जी प्राइवेट लिमिटेड,jay energy pvt ltd,,"Plot No-1, Rl-196 G Block, Midc Chinchwad, Pune, Chinchwad, Pune, Maharashtra","Plot No-d/1, Pune, MH",india,india,True,transliteration_devanagari_erasure
S1-908858175,S2-81553693,multi_match,Bombay Estate,बॉम्बे एस्टेट,bombay estate,,"Shop No. 1, Sanghavi Tower, Old Mumbai Road, Thane West, Thane, Maharashtra","#1, THANE, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-908858175,S3-240910328,multi_match,Bombay Estate,बॉम्बे एस्टेट,bombay estate,,"Shop No. 1, Sanghavi Tower, Old Mumbai Road, Thane West, Thane, Maharashtra","महाराष्ट्र, Shop No. 1, Thane",india,india,True,transliteration_devanagari_erasure
S1-516231001,S3-94425365,multi_match,Shyam Services Pvt Ltd,ஷ்யாம் சர்வீசஸ் பிரைவேட் லிமிடெட்,shyam svc pvt ltd,,"Shop No. R-2, Old No.39 Mint Street, Sowcarpet, Chennai, Tamil Nadu","Shop No. R-2, TN, Sowcarpet",india,india,True,transliteration_devanagari_erasure
S1-488932464,S3-415852878,multi_match,High Digital Services Private Limited,hdservices.com,high digital svc pvt ltd,hdservices com,"Mouniya, Gyan Bharati Publicschool, Gaya, Bihar","Mouniya, Buniyadganj, बिहार",india,india,True,dba_trade_name_or_different
S1-488932464,S3-489081800,multi_match,High Digital Services Private Limited,हाई डिजिटल Services प्राइवेट लिमिटेड,high digital svc pvt ltd,svc,"Mouniya, Gyan Bharati Publicschool, Gaya, Bihar","बिहार, Buniyadganj, Mouniya",india,india,True,acronym_short_name
S1-84018534,S3-752123071,multi_match,First Global LLP,ફર્સ્ટ ગ્લોબલ એલએલપી,first global llp,,"Shop No 1, Shreenathji Guest House Building Summair Club Road, Opp Nawanagar Co-Op B, Ank Ltd, Jamnagar, Gujarat","Door No G-1, Jamnagar, null, GJ",india,india,True,transliteration_devanagari_erasure
S1-84018534,S2-736559164,multi_match,First Global LLP,ફર્સ્ટ ગ્લોબલ એલએલપી,first global llp,,"Shop No 1, Shreenathji Guest House Building Summair Club Road, Opp Nawanagar Co-Op B, Ank Ltd, Jamnagar, Gujarat","1, JAMNAGAR, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-593684740,S3-242824746,multi_match,Hotel Trading Private Limited,होटल ट्रेडिंग प्राइवेट लिमिटेड,hotel trd pvt ltd,,"H No 537, Opp.- Hanuman Mandir, Old Delhi Gurgaon Road, Dundahera, Gurgaon, Haryana","00537, Gurgaon, HR",india,india,True,transliteration_devanagari_erasure
S1-374023652,S2-479808697,multi_match,Galaxy Constructions Private Limited,ಗ್ಯಾಲಕ್ಸಿ ಕನ್‌ಸ್ಟ್ರಕ್ಷನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,galaxy constructions pvt ltd,,"# 3 B, Papaiah Layout Madiwala, Bangalore, Karnataka","#3 B, BENGALURU URBAN, Karnataka",india,india,True,transliteration_devanagari_erasure
S1-461536422,S3-582330999,multi_match,Anand Infrastructure Private Limited,Mirajax,anand infrastructure pvt ltd,mirajax,"203, Hill View Bibwewadi-Kondhwa Road Lullanagar, Pune, Maharashtra","0203, <NULL>, Pune, Wanowrie, MH",india,india,True,dba_trade_name_or_different
